x,y,order
7,104,0
7,105,1
7,106,2
7,107,3
7,108,4
7,109,5
7,110,6
7,111,7
8,112,8
8,113,9
8,114,10
8,115,11
9,116,12
9,117,13
10,118,14
11,119,15
11,120,16
12,121,17
13,122,18
13,123,19
14,124,20
15,125,21
16,125,22
17,126,23
18,127,24
19,127,25
20,128,26
21,128,27
22,128,28
23,129,29
24,129,30
25,129,31
26,129,32
27,129,33
28,129,34
29,129,35
30,129,36
31,129,37
32,129,38
33,129,39
34,128,40
35,128,41
36,128,42
37,128,43
38,127,44
39,127,45
40,127,46
41,126,47
42,126,48
43,126,49
44,126,50
45,125,51
46,125,52
47,125,53
48,125,54
49,124,55
50,124,56
51,124,57
52,124,58
53,123,59
54,123,60
55,123,61
56,123,62
57,123,63
58,123,64
59,123,65
60,123,66
61,123,67
62,123,68
63,123,69
64,124,70
65,124,71
66,124,72
67,125,73
68,125,74
69,125,75
70,126,76
71,126,77
72,127,78
73,128,79
74,129,80
75,129,81
76,130,82
76,131,83
77,132,84
78,133,85
79,134,86
79,135,87
80,136,88
80,137,89
81,138,90
81,139,91
81,140,92
81,141,93
81,142,94
81,143,95
81,144,96
81,145,97
81,146,98
81,147,99
81,148,100
81,149,101
81,150,102
81,151,103
80,152,104
80,153,105
80,154,106
80,155,107
80,156,108
79,157,109
79,158,110
79,159,111
78,160,112
78,161,113
78,162,114
77,163,115
77,164,116
77,165,117
76,166,118
76,167,119
75,168,120
75,169,121
74,170,122
74,171,123
74,172,124
73,173,125
73,174,126
72,175,127
72,176,128
71,177,129
71,178,130
70,179,131
70,180,132
69,181,133
69,182,134
68,183,135
68,184,136
67,185,137
67,186,138
66,187,139
66,188,140
65,189,141
65,190,142
64,191,143
64,192,144
63,193,145
64,194,146
65,194,147
66,194,148
67,194,149
68,194,150
69,194,151
70,194,152
71,194,153
72,194,154
73,194,155
74,194,156
75,194,157
76,194,158
77,194,159
78,194,160
79,194,161
80,194,162
81,194,163
82,194,164
83,194,165
84,194,166
85,194,167
86,194,168
87,194,169
88,194,170
89,194,171
90,194,172
91,194,173
92,194,174
93,194,175
94,194,176
95,194,177
96,194,178
97,194,179
98,194,180
99,194,181
100,194,182
101,194,183
102,194,184
103,194,185
104,194,186
105,194,187
106,194,188
107,194,189
108,194,190
109,194,191
110,194,192
111,194,193
112,194,194
113,194,195
114,194,196
115,194,197
116,194,198
117,194,199
118,194,200
119,194,201
120,194,202
121,194,203
122,194,204
123,194,205
124,194,206
125,194,207
126,194,208
127,194,209
128,194,210
129,194,211
130,194,212
131,194,213
132,194,214
133,194,215
134,194,216
135,194,217
136,194,218
137,194,219
138,194,220
139,194,221
140,194,222
141,194,223
142,194,224
143,194,225
144,194,226
145,194,227
146,194,228
147,194,229
148,194,230
149,194,231
150,194,232
151,194,233
152,194,234
153,194,235
154,194,236
155,194,237
156,194,238
157,194,239
158,194,240
159,194,241
160,194,242
161,194,243
162,194,244
163,194,245
164,194,246
165,194,247
166,194,248
167,194,249
168,194,250
169,194,251
170,194,252
171,194,253
172,194,254
173,194,255
174,194,256
175,194,257
176,194,258
177,194,259
178,194,260
179,194,261
180,194,262
181,194,263
182,194,264
183,194,265
184,194,266
185,194,267
186,194,268
187,194,269
188,194,270
189,194,271
190,194,272
191,194,273
192,194,274
193,194,275
194,194,276
195,194,277
196,194,278
197,194,279
198,194,280
199,194,281
200,194,282
201,194,283
202,194,284
203,194,285
204,194,286
205,194,287
206,194,288
207,194,289
208,194,290
209,194,291
210,194,292
211,194,293
212,194,294
213,194,295
214,194,296
215,194,297
216,194,298
217,194,299
218,194,300
219,194,301
220,194,302
221,194,303
222,194,304
223,194,305
224,194,306
225,194,307
226,194,308
227,194,309
